espn_player_id,stats_player_id,match_method,review_status
5105571,,unmatched,needs_review
3146557,landajo01,exact_normalized_name,auto_verified
4873201,,unmatched,needs_review
4280151,kispeco01,exact_normalized_name,auto_verified
4701230,johnsja05,exact_normalized_name,auto_verified
4431714,wilsoja03,exact_normalized_name,auto_verified
4712863,gueyemo02,exact_normalized_name,auto_verified
4431680,okongon01,exact_normalized_name,auto_verified
5106262,,unmatched,needs_review
4397183,wiggiaa01,exact_normalized_name,auto_verified
2990984,hieldbu01,exact_normalized_name,auto_verified
2490149,mccolcj01,exact_normalized_name,auto_verified
4433188,cartede02,exact_normalized_name,auto_verified
4869342,daniedy01,exact_normalized_name,auto_verified
4585618,,unmatched,needs_review
5149077,,unmatched,needs_review
4397020,dortlu01,exact_normalized_name,auto_verified
4278039,alexani01,exact_normalized_name,auto_verified
4431941,dennira01,exact_normalized_name,auto_verified
4433629,,unmatched,needs_review
4432194,sharpda01,exact_normalized_name,auto_verified
5174655,,unmatched,needs_review
5107173,,unmatched,needs_review
4432821,liddeej01,exact_normalized_name,auto_verified
4687718,minotjo01,exact_normalized_name,auto_verified
4870564,,unmatched,needs_review
3064514,randlju01,exact_normalized_name,auto_verified
4278104,portemi01,exact_normalized_name,auto_verified
3150844,wagnemo01,exact_normalized_name,auto_verified
4712896,clownno01,exact_normalized_name,auto_verified
5105626,,unmatched,needs_review
5242502,,unmatched,needs_review
5037873,,unmatched,needs_review
5175643,,unmatched,needs_review
4702177,elliske01,exact_normalized_name,auto_verified
5101761,,unmatched,needs_review
5279130,,unmatched,needs_review
3907823,mannte01,exact_normalized_name,auto_verified
4432887,etienty01,exact_normalized_name,auto_verified
4277951,garzalu01,exact_normalized_name,auto_verified
4351852,robinmi01,exact_normalized_name,auto_verified
4397424,quetane01,exact_normalized_name,auto_verified
4702745,,unmatched,needs_review
5142621,,unmatched,needs_review
5106283,,unmatched,needs_review
4065648,tatumja01,exact_normalized_name,auto_verified
4251,georgpa01,exact_normalized_name,auto_verified
4065804,hausesa01,exact_normalized_name,auto_verified
4593841,scheiba01,exact_normalized_name,auto_verified
3078576,whitede01,exact_normalized_name,auto_verified
5175647,,unmatched,needs_review
4683689,walshjo01,exact_normalized_name,auto_verified
3195,conlemi01,exact_normalized_name,auto_verified
4066354,pritcpa01,exact_normalized_name,auto_verified
4397251,harpero02,exact_normalized_name,auto_verified
4396971,reidna01,exact_normalized_name,auto_verified
4701225,hallpj01,exact_normalized_name,auto_verified
4576060,,unmatched,needs_review
4433287,millebr02,exact_normalized_name,auto_verified
2578185,finnedo01,exact_normalized_name,auto_verified
4066218,willigr01,exact_normalized_name,auto_verified
5281370,,unmatched,needs_review
4433249,diabamo01,exact_normalized_name,auto_verified
2583632,onealro01,exact_normalized_name,auto_verified
5211176,salauti01,exact_normalized_name,auto_verified
5060701,,unmatched,needs_review
4395651,whiteco01,exact_normalized_name,auto_verified
3032979,schrode01,exact_normalized_name,auto_verified
3135045,allengr01,exact_normalized_name,auto_verified
5061575,,unmatched,needs_review
5239590,,unmatched,needs_review
2578239,connapa01,exact_normalized_name,auto_verified
4602025,,unmatched,needs_review
4278067,claxtni01,exact_normalized_name,auto_verified
5095151,,unmatched,needs_review
4017844,yabusgu01,exact_normalized_name,auto_verified
4432822,okorois01,exact_normalized_name,auto_verified
4397189,smithja04,exact_normalized_name,auto_verified
5044385,millele01,exact_normalized_name,auto_verified
4711294,buzelma01,exact_normalized_name,auto_verified
5242496,,unmatched,needs_review
4431687,willipa01,exact_normalized_name,auto_verified
5105555,,unmatched,needs_review
4066650,colliza01,exact_normalized_name,auto_verified
4848625,,unmatched,needs_review
4871145,giddejo01,exact_normalized_name,auto_verified
